Temperature,Humidity,Soil_Moisture,Crop_Health_Label
24.62732546479856,47.24028267827883,31.01054929231256,1
27.67199922177429,44.40815556845432,12.429002935194692,1
23.51581992361958,56.26801978089885,28.45471263769959,1
11.473797168471704,38.63701099269861,28.450993771528445,0
22.502604655114084,64.4389630572496,8.295004525289103,0
23.989297128560867,34.07072722937516,33.79440240513952,0
21.08757507821689,84.85811165156647,27.373833554474487,0
23.70674966828525,71.9774002019966,21.662215130069622,1
16.01567425655727,53.25852041831341,7.052580523868114,1
26.09024946290409,56.42725606933216,30.57763329809156,0
26.66597505064667,69.32969912095461,28.85359555590541,1
20.513589564451703,78.46225757918079,10.032303608798475,1
23.23919026178061,44.719605553913055,28.820112991502736,0
16.273541609108605,54.08274323994207,9.634588378410742,1
15.5134255350854,57.19331656000095,14.770644461478412,1
32.80729465398755,58.025992506527245,29.894615791851727,0
24.921361435769374,37.297043259610405,24.163351311174917,1
28.91444953161813,33.162356637123644,11.744269713214642,1
23.17415287166132,61.49447988718699,31.539377492961084,0
21.900325314074745,53.98120684129839,17.546336270154924,1
15.324390358316268,37.09441538752117,5.299337761319388,1
25.79255122985116,48.60457495607661,12.167813316542889,0
27.09471948561619,74.7129788353152,17.17980771350436,1
22.117303912892357,30.909541583340967,34.5036166503226,1
18.22222015039844,75.4492018706307,18.34668133133464,1
22.27175357457955,75.24302002112773,29.607287778950354,0
24.75670125330453,84.12072610440626,19.252513942528328,1
22.407631997667757,66.04266823010792,20.10680622854063,1
32.527755905743454,87.11684742881314,6.639043899138147,1
31.19626986198371,69.49922142250833,17.951125354891367,1
23.529278280034887,69.4901143651658,29.037789716493624,0
32.97586803048601,37.55817243405424,18.345460058204974,1
22.93314834101128,30.43028841817405,29.624238075251856,0
14.503021382767432,34.93498836672204,28.817482996563324,1
27.9856502574938,37.93781391281624,13.97632218203652,1
33.20657931531788,30.537073115855584,24.42458789574051,1
27.009621093905334,79.98187192725953,34.050572006195175,0
18.20343381871108,34.64234637620669,20.285607569109864,1
34.43764387401765,32.0789922637652,14.160439125760892,1
36.895605126910255,35.27770407457861,9.72739747976436,0
18.384056250759063,63.34736905693906,28.61103443037878,0
31.96874987190384,54.87298829410188,9.890743299121764,0
29.761031954593484,58.68353702257688,5.019909993262361,1
20.36471637576413,56.875558509087696,10.230244420979366,1
25.19287842508053,76.51081753951527,14.943109529848838,0
18.205812708155094,80.3105278011179,8.135780480897331,1
24.13603240438766,53.8251912189192,8.801891468293219,1
25.018028254348724,73.63115888540582,23.417392208270343,0
22.24847045262484,79.64765934427837,21.967510945585307,1
31.252649887892325,63.12645829433046,34.38772607282873,0
14.536004781811563,63.79124073602324,27.449165449048,1
30.613059174600814,34.973637992893195,14.957306520096164,1
24.43534976950018,50.34585177068601,16.39745196467578,1
28.708754493888115,87.8349890486053,18.08600646286476,1
32.649061135045265,65.24534040406292,15.384592759017146,0
28.37902419514636,76.00627067955321,25.58841014067755,1
16.66490768211433,56.98539871344005,30.530172189127185,1
27.633226767201524,65.23546973833601,18.914029296891403,1
27.02596578785668,58.22992156961957,11.885695981028952,0
25.980508310027076,47.88350813236666,18.462312933567592,1
24.050355246454032,40.56138117309389,26.113200038963186,1
21.266694836495216,64.66513699347503,19.76609490850095,1
20.89873493643284,54.82755755364576,23.73882415328381,1
24.244973658752915,41.006751427289366,5.572774164189518,0
29.552857898030297,73.09340493379324,17.323995087997062,0
20.552425678488323,39.47112340682666,17.04203407126819,1
27.69577047278297,48.45751198005343,14.536514188363888,1
23.338726349081767,56.16113014847783,19.967716222866645,1
32.090552045855375,46.16205443732639,15.592975809058972,1
25.63443531683338,36.76538045487668,30.401300565889883,1
29.214283159831854,38.37099731339032,20.40267352690573,1
29.61955637858962,59.22282095512649,25.65734595272917,1
21.134001715502077,61.6926547886836,5.714973194737042,1
20.001204969854005,51.98324120513156,18.943244431178247,0
23.43895174650145,46.25825386299513,31.45625675279484,0
20.444396253497573,62.143998556595854,21.065842975649808,1
35.801187562989696,74.59545897473362,15.1725723265969,1
22.77332555434206,83.79991901803632,13.4585589013994,1
29.32724284702965,79.08228291231167,7.295449211581985,0
25.01192410193873,85.14732236578715,31.64312101655616,1
27.14557106533801,48.77475886255027,13.146191882478313,1
18.47166530438654,69.79082530173605,5.052300291039482,0
18.773124473364923,83.02056618787552,27.597621182542685,0
27.638702477588843,86.60548134002372,17.05102470580116,1
28.946401577675992,66.72948245327059,23.96130161569908,1
29.69880466077859,67.76600995383635,18.743540075695627,1
26.56649313141229,60.44688890792069,31.90132796321577,0
22.93029881307069,45.72880071405753,20.34636055532876,0
25.12045222174364,52.929571126928494,17.872117290114225,1
16.767175819739762,59.3490112478931,22.03089126594334,1
21.269169747728476,48.401179350618655,21.74846211518935,1
31.873147485666127,82.33507969764518,33.6399788048696,1
30.851804250416272,53.152269227640645,11.293696312182114,1
24.26282311112136,40.17502646171071,14.895880152572268,0
15.824259304869017,40.33297780718444,6.709048566417919,1
26.120888480562048,42.75871965584618,30.29644367572783,1
21.40956365838241,48.86368383950469,25.635523904096765,1
28.3028979782535,65.00356027708344,20.36888945752211,0
24.600949509851187,52.0238869938662,22.801080277965085,1
24.32403225054057,79.83683471061278,17.16300727345432,1
25.53126458613964,57.26311146307245,27.96061200536649,1
28.2278684762726,89.47746839148158,16.612818124639652,0
20.62893353515064,78.8477537555992,29.601624859636324,1
24.312200169674824,38.4687424835498,20.80519197455692,1
31.156065072334044,61.22640917235057,23.613012588383945,0
31.87221340443848,69.50735892914389,10.55223247624401,1
32.3289855507069,53.3033636579062,13.57797194822155,1
18.866837662491463,62.34190904438939,12.281803718267687,0
28.27011541502083,59.89578669571742,16.31951949083993,1
27.639112510839887,89.39357271715679,24.57526360532221,0
26.779538100776072,56.41875326935767,21.991335574617192,1
30.020265719384756,34.1911114300123,23.248627685440997,0
14.569578777814618,32.48572855095981,20.41325578964104,1
24.91222071163136,77.25757452750402,29.158007974746116,1
28.21922724616461,89.78057973275851,5.343172992566264,1
24.114508684846147,71.65486776076368,29.448199610213308,1
33.17832919549546,69.09247203029365,11.9421284318359,1
29.70765239242609,85.17160532517735,10.55319029144265,0
30.04110377839893,50.44985144557901,15.544900070856755,0
22.099154594872434,66.26953871003505,22.689415518420905,1
28.169018481775883,47.39895134117023,12.001549005144112,1
22.09213053840199,63.823216860595934,10.05242303875576,1
18.45701526062075,83.91867791466902,27.404749058820112,1
24.19081427081929,75.65010652381179,30.63835111779732,1
27.08340050111877,66.38750140436004,9.833109264099422,1
30.770036697803317,40.39808936039053,22.37236855925737,1
30.70413279330452,76.26423004149193,7.548744862836516,1
31.97258598210693,40.3006053219616,30.11040771912644,0
27.042006493337507,57.61789156914977,27.650700253146912,0
